id,shortTitle,longTitle,keywords,shortDescription,longDescription,thumbnail,validFrom,validTo,status,url,tags,eventDate,location,actionDate,process,googleMapsUrl
1221,Creepz Universe Events,Creepz Universe Events: Bridging Worlds,Join IRL Events exclusivly organized for Members,"Creepz is curating unique universe events, blending digital lore with physical activations. Participate in immersive experiences that strengthen community ties and bring the Creepz story to life.","The Creepz universe extends its narrative into the physical world through meticulously planned events that promise to immerse participants in the lore and community of Creepz. These events, ranging from interactive activations to narrative-driven gatherings, aim to fortify the community, offering a platform for real-world connections among fans and creators. Experience the Creepz universe in a new dimension, where digital storytelling and physical experience converge.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1119_IRLEvents.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,2048-02-11T21:24:45+00:00,,2048-02-11T21:24:45+00:00,,
1222,Innovate with Official Ape Licensing,Innovate with Official Ape Licensing,"Utilize the ""Made by Apes"" platform for official licensing","Utilize the ""Made by Apes"" platform for official licensing, elevating your Ape-focused ventures with the credibility of the BAYC brand.","The ""Made by Apes"" platform empowers BAYC & MAYC holders to officially register Ape-centric products or services, enhancing their ventures with the credibility and visibility of the BAYC brand. This initiative supports community innovation, offering a unique blend of entrepreneurship and exclusivity.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1055_Licensing.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1223,Harness the Power of CryptoPunk Licensing,Harness the Power of CryptoPunk Licensing,Royalty-free licensing rights to your CryptoPunk,"Enjoy broad, royalty-free licensing rights to your CryptoPunk Art, empowering creative and commercial use.","CryptoPunk owners are endowed with an extensive license to utilize their Punk Art. This includes rights for reproduction, modification, and public display, offering the freedom to create derivative works or explore commercial ventures. It opens vast avenues for creative expression and potential revenue generation while respecting the integrity of the original artwork and the community's values.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1056_Licensing.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1224,Explore 'Made by Apes' Licensing Opportunities,Explore 'Made by Apes' Licensing Opportunities,Utilize the 'Made by Apes' platform for on-chain licensing,"Utilize the 'Made by Apes' platform for on-chain licensing of Ape-centric products or services, exclusively for MAYC and BAYC holders.","The 'Made by Apes' platform grants MAYC holders unique on-chain licensing rights, allowing you to use your Ape's likeness and the official logo for product and service branding. This exclusive licensing opportunity fosters creativity and entrepreneurship within the Ape community, enhancing the visibility and value of your ventures.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1057_Licensing.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1225,Empowering Creators with IP Licensing,Empowering Creators with IP Licensing,Comprehensive IP licensing framework,Creepz by OVERLORD revolutionizes digital rights through a comprehensive IP licensing framework. Dive into a world where your creative visions can flourish under the Creepz banner.,"The Creepz universe sets a new standard in digital rights and creator empowerment with its IP licensing framework. This initiative offers community members the opportunity to explore, innovate, and commercially exploit their creations within the Creepz ecosystem. By facilitating the transfer and application of IP across various contexts, Creepz not only champions creative freedom but also ensures creators reap the rewards of their contributions.",https://www.overlord.xyz/_next/image?url=https%3A%2F%2Foverlord-content.fra1.digitaloceanspaces.com%2Fcms%2F18eaf5ec23ecdf0aa244c581dba3cb9f.jpg&w=3840&q=75,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1227,Effortless Music NFT Licensing,Effortless Music NFT Licensing with LOSTBOY: ARTISTXP II,Release the Music across all Platforms with the Help of Lostboy Discord,"Navigate the music NFT licensing landscape with ease, supported by the LOSTBOY community's guidance available on the official Discord channel.","LOSTBOY: ARTISTXP II transcends traditional music ownership boundaries by not only bestowing full artistic and musical rights upon NFT holders but also simplifying the licensing process. This initiative aims to unlock the full artistic potential of NFTs, eliminating the complexities typically associated with rights management and licensing. Holders can confidently explore the breadth of their creative expression, assured by the knowledge that the LOSTBOY community is behind them with support and advice. The official Discord channel serves as a resource-rich environment where holders can receive step-by-step guidance on the licensing process, making the journey from ownership to creative utilization as smooth and straightforward as possible. With LOSTBOY: ARTISTXP II, artists and holders are equipped with the tools and community backing needed to navigate the evolving world of music NFTs, fostering an ecosystem where creativity knows no bounds.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1136_Licensing.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1230,Exclusive Market Insights for NFT Enthusiasts,Exclusive Market Insights for NFT Enthusiasts,Gain access to dedicated Discord channels for Market Alpha,"Gain access to dedicated Discord channels in ZenAcademy, including exclusive market insights shared by Zeneca and the community. Stay ahead in the Web3 landscape with up-to-date info, expert analysis, community Alpha groups, gaming insights, coin chat, and more. Ideal for those interested in crypto and NFTs.","Denizens of ZenAcademy holders are privy to exclusive market insights available through dedicated Discord channels. This access provides valuable information, expert analyses, and up-to-date news on the NFT market, helping you make informed decisions and stay ahead of trends. Engage with these insights to refine your strategies and navigate the dynamic world of NFTs with confidence.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1108_MarketInsights.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1231,Unforgettable Encounters: Meet Gary Vee in Person or Virtually,Unforgettable Encounters: Meet Gary Vee in Person or Virtually,Certain Items grant Meet&Greets with Gary V. ,"Choose from a selection of tokens for virtual or in-person meet-ups with Gary Vaynerchuk, turning dreams into reality.","VeeFriends offers the exclusive opportunity to interact directly with Gary Vaynerchuk through a curated selection of 300 tokens—210 for virtual encounters and 90 for in-person experiences. Whether it's discussing ideas over dinner, playing a game of tennis, or rummaging through a garage sale, these tokens offer a rare chance to gain personal insights and advice from one of the industry's most influential figures. Elevate your VeeFriends experience with an encounter that goes beyond the ordinary.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1025_MeetGreet.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1232,Exclusive Sports Memorabilia: Own a Piece of the Game,Exclusive Sports Memorabilia: Own a Piece of the Game,Use VSpoints to redeem exclusive sports memorabilia and custom merch,"Use VSpoints to redeem exclusive sports memorabilia and custom merch, curated for the true sports aficionado.","The VaynerSports Pass elevates your fan experience by offering the chance to own authentic sports memorabilia and personalized merchandise. From autographed gear by your favorite athletes to custom apparel that showcases your loyalty, VSP rewards your passion for sports. Redeem your accumulated VSpoints for these exclusive items, turning every piece of memorabilia and merchandise into a testament of your support and a part of your personal sports journey.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1023_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1233,Fashion the Galaxy: Exclusive WoW Merchandise,Fashion the Galaxy: Exclusive WoW Merchandise,Access to Exclusive WoW Merchandise,Embrace your identity as a WoW Galaxy holder with exclusive merchandise that echoes the community's aesthetic and ethics.,"The World of Women Galaxy offers holders the unique opportunity to wear their pride and identity through a curated line of merchandise. Reflecting the aesthetic sensibilities and ethical values of the WoW community, this exclusive range of apparel and collectibles allows you to physically manifest your digital allegiance. Choose from a variety of items that not only showcase your commitment to the WoW Galaxy but also contribute to a larger narrative of art, inclusivity, and empowerment.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1041_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1234,Exclusive BAYC Merchandise Access,Exclusive BAYC Merchandise Access,Gain priority access to limited edition merchandise,"Gain priority access to limited edition merchandise and high-profile collaborations, showcasing your BAYC membership.","BAYC members enjoy first-choice privileges on exclusive merchandise drops, including sought-after collaborations like BAPExBAYC. Stay tuned to BAYC's official channels for announcements on upcoming limited releases, allowing you to physically represent your membership in one of the Web3 world's most prestigious collectives.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1055_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1235,Experience the Essence of YSL with Black Opium Fragrance,Experience the Essence of YSL with Black Opium Fragrance,Two 30ml bottles of YSL's iconic Black Opium fragrance,"Double the indulgence with two 30ml bottles of YSL's iconic Black Opium fragrance, encapsulating the bold spirit of YSL Beauty.","Dive into the vivacious world of YSL Beauty with not one, but two bottles of the iconic Black Opium fragrance (30ml each), exclusively offered to Night Masters NFT holders. This indulgent reward brings the electrifying and bold essence of YSL Beauty into your daily life, offering a sensory extension of your digital collection. Black Opium's deep, intoxicating scent serves as a daily reminder of the luxury and innovation that YSL stands for, merging the digital allure of NFTs with the tangible, aromatic pleasure of one of the world's most renowned fragrances.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1068_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1236,Exclusive Merchandise Rights with PUMA Pass Token NFTs,Exclusive Merchandise Rights with PUMA Pass Token NFTs,Exclusive Rights to redeem Merchandise with PUMA,Receive Token NFTs granting the right to purchase highly limited PUMA products or trade tokens for future drop eligibility.,"Holders of the PUMA Pass are privileged with Token NFTs, offering the exclusive right to purchase extremely limited PUMA products unveiled through Black Station and beyond. These tokens not only provide a direct path to owning coveted merchandise but also offer flexibility; choose to sell the tokens while retaining eligibility for future drops. This unique system ensures pass holders enjoy continuous engagement with PUMA's brand journey, bridging the gap between digital exclusivity and tangible luxury, and redefining the experience of brand loyalty in the digital age.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1084_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1237,Navigate the World of Doodles Drops Physical Rewards,Navigate the World of Doodles Drops Physical Rewards,Redemption opportunities for exclusive physical items,"Keep abreast of redemption opportunities for exclusive physical items from Doodles Drops, enhancing your tangible collection.","Doodles Drops not only enrich your digital realm but occasionally offer the chance to claim exclusive physical merchandise, bridging the gap between the digital and physical worlds of collectibles. While currently, there are no active claims for physical items, the landscape is ever-changing. Collectors should stay vigilant, regularly checking official Doodles announcements for upcoming redemption windows. These physical rewards, when available, come with specific claiming criteria and limited availability, underscoring the need for timely action. By staying informed and ready, you ensure that you never miss out on the opportunity to expand your tangible collection with rare and exclusive Doodles merchandise.",https://shop.doodles.app/cdn/shop/files/gshock_marketingphotos_collection_01_dc9346b6-f2bb-4be8-8d37-c781dd986829.png?v=1708039584,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1238,Exclusive Merchandise,Exclusive Azuki Merchandise for Elemental Holders,Access limited edition Azuki apparel and merchandise,"Access limited edition Azuki apparel and merchandise, reflecting the essence of the brand and its community.","Ownership of Azuki Elementals provides exclusive opportunities to acquire branded merchandise, embodying the soul and style of the Azuki universe. Through dedicated campaigns and official announcements, holders can claim apparel that transcends traditional fashion, offering tangible expressions of their digital affiliation. This merchandise connects the digital with the physical, enhancing the collector's experience with items that celebrate the innovative spirit and artistic vision of the Azuki brand.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1097_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1239,Exclusive Merchandise for Shadow Wolves Holders,Exclusive Merchandise for Shadow Wolves Holders,Gain priority access to limited-edition merchandise,"Gain priority access to limited-edition merchandise drops as a Shadow Wolves NFT owner, enriching your collection with unique items.","Shadow Wolves NFT holders enjoy first-in-line access to special merchandise drops, offering a golden opportunity to secure limited-edition items. These exclusive drops enrich the tangible aspect of NFT ownership, bringing unique advantages and collectibles into your physical world. Collaborations with brands and artists introduce rare merchandise, available only to Shadow Wolves holders, making each piece a coveted addition to your collection.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1099_Merchandise.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1240,Creepz Chic: Exclusive Merchandise Line,Creepz Chic: Exclusive Merchandise Line,Get priority access to all future Merch drops,"Creepz by OVERLORD is developing an exclusive merchandise line, poised to enchant fans with 'Creepz chic'. Embrace the physical manifestation of the Creepz universe in your everyday life.","The 'Creepz chic' merchandise line represents a tangible connection to the Creepz universe, offering fans a range of products that encapsulate the essence of this digital world. From apparel to collectibles, each item is crafted with the distinctive Creepz flair, bringing the digital artistry and lore into the physical realm. Anticipate a product line that not only appeals to fans but also introduces the unique Creepz aesthetic to new audiences.",https://www.overlord.xyz/_next/image?url=%2Flanding%2Fverticals%2Fproducts.webp&w=3840&q=75,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1241,WoW Galaxy: Pioneering the Sandbox Metaverse,WoW Galaxy: Pioneering the Sandbox Metaverse,Anticipate the WoW Galaxy's integration into the Sandbox,"Anticipate the WoW Galaxy's integration into the Sandbox metaverse, exploring new digital dimensions of identity and community.","The impending integration of World of Women Galaxy into the Sandbox metaverse marks a transformative chapter for WoW holders. This venture into the metaverse promises an expanded realm for exploration, interaction, and expression, where each WoW Galaxy NFT finds its unique place in a vast digital universe. Await the creation of a Sandbox rendition of all WoW Galaxy NFTs, opening doors to immersive experiences, community engagement, and the manifestation of digital identities in new, boundless worlds.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1041_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1242,Forge the Genesis of the Otherside Metaverse,Forge the Genesis of the Otherside Metaverse,Access to Yuga Labs' Metaverse Otherside,"Otherdeed holders contribute to the metaverse's genesis, influencing the direction of the Otherside through feedback and testing.","Holding an Otherdeed transcends traditional land ownership; it enlists you as a vital contributor to the metaverse's creation and evolution. Through prototype testing, development feedback, and active participation in the Otherside, owners have a unique voice in steering the metaverse's direction. This collaborative effort ensures that the Otherside remains a space shaped by its community, fostering a sense of ownership and belonging among its architects. As a landowner, you're not just investing in a piece of the digital frontier but actively molding its future, making the Otherside a truly communal endeavor.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1058_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1243,Explore the Metaverse with Your Meebit Avatar,Explore the Metaverse with Your Meebit Avatar,3D model ready to represent you in myriad virtual spaces,"Utilize your Meebit for animations, content creation, or as an avatar in various metaverse platforms.","Dive into the metaverse with your Meebit, a 3D model ready to represent you in myriad virtual spaces. The asset pack provided to Meebit holders includes high-resolution renders and a universal T-pose file, ensuring compatibility with most 3D modeling and animation tools. This opens up endless possibilities for generating animations, creating visual content, and embodying your avatar in virtual worlds. Your Meebit becomes a digital extension of yourself, navigating the metaverse's expanses and enriching your online presence with a distinct, creative identity.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1064_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1244,Navigate the RTFKT Exodus with Space and Loot Pod NFTs,Navigate the RTFKT Exodus with Space and Loot Pod NFTs,Use your pod to display your digital Items in an Oncyber Metaverse,"Join the RTFKT Exodus event, leveraging your Pods to partake in an epic space journey or innovatively display art on oncyber.","The RTFKT Exodus Pods offer an unparalleled opportunity to immerse yourself in a pivotal moment within the RTFKT universe. Whether you choose to actively participate in the Exodus event or utilize your Space and Loot Pod NFTs for artistic exhibition on oncyber, these digital assets serve as your gateway to a rich narrative experience. Engage in the lore-driven Exodus, where Clones embark on an interstellar quest for survival, or showcase your digital art in an innovative, immersive environment. Owning an Exodus Pod places you at the heart of RTFKT's evolving ecosystem, blending adventure, artistry, and community engagement in a transformative metaverse experience.",https://assets-global.website-files.com/6482cd6768bc365499608b3a/64f12df1c0e486191f7445c9_leavinghome-p-1600.jpg,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1245,Explore RTFKT's Universe with PodX NFTs,Explore RTFKT's Universe with PodX NFTs,Oncyber Powered Pod to display digital Items,"Dive into RTFKT's collaborative metaverse buildout and showcase immersive art with PodX NFTs, featuring paths to Exo and Lux Pod upgrades.","PodX NFTs serve as foundational elements in the creation and expansion of RTFKT's metaverse, enabling owners to actively participate in a community-driven digital universe. These NFTs not only offer the chance to display art in innovative ways on platforms like oncyber but also play a crucial role in the collaborative effort to design and build virtual spaces, rooms, and experiences. With the option to upgrade your PodX to Exo and Lux Pods, you unlock enhanced metaverse functionalities and aesthetics, further integrating your presence into RTFKT's evolving digital landscape. Through engagement, creativity, and strategic upgrades, PodX holders contribute to the rich tapestry of RTFKT's universe, pioneering new forms of virtual expression and interaction.",https://assets-global.website-files.com/6482cd6768bc365499608b3a/64f12e232d76e10ea97b0260_watchingexodus-p-1600.jpg,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1246,Engage in the Metaverse with adidas Originals x BAPE® 'Fresh Forum' Digital Twin,Engage in the Metaverse with adidas Originals x BAPE® 'Fresh Forum' Digital Twin,Soon to be part of the ALTS by adidas avatar project,"Experience unprecedented metaverse interoperability with your 'Fresh Forum' Digital Twin NFT, soon to be part of the ALTS by adidas avatar project.","The adidas Originals x BAPE® 'Fresh Forum' Digital Twin NFT is set to redefine the boundaries of digital fashion and metaverse engagement. Anticipate a new level of interoperability with the ALTS by adidas avatar project, where your Digital Twin NFT will unlock a myriad of applications and interactive possibilities within various digital platforms. This collaboration not only represents a fusion of iconic streetwear and digital innovation but also paves the way for a more immersive and expansive metaverse experience. Owners of the 'Fresh Forum' Digital Twin can look forward to integrating their digital fashion pieces with avatars, enhancing their presence across virtual spaces and setting new trends in the ever-evolving digital landscape.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1086_Metaverse.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1248,Experience the Musical Essence of Lostboy,Experience the Musical Essence of Lostboy,Every Lostboy comes with an amazing Track alongside,"Every Lostboy NFT is a melody to behold, bringing amazing tracks that embody the spirit of the LostFam community and its musical core.","The Lostboy collection transcends the traditional boundaries of NFTs, embedding each digital asset with a unique musical track that captures the essence of the community. This integration of music with digital art not only enhances the value of each Lostboy but also deepens the connection between community members, united by a shared passion for music. As a holder, you're not just owning an NFT; you're embracing a piece of musical art that resonates with the collective ethos of the LostFam, celebrating musical expression as a powerful medium for connection, healing, and emotional support. Joining the Lostboy universe means entering a world where each Lostboy NFT is a note in the broader symphony of unity and musical passion that defines the community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1133_Music.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1249,Share Transformative Musical Journeys with Lostgirl,Share Transformative Musical Journeys with Lostgirl,With every LostGirl an amazing Track is included,"Lostgirl connects you with others in the Lostboy Universe who cherish the profound impact of music on emotional well-being, creating shared experiences of upliftment.","The essence of Lostgirl lies in the shared musical experiences it fosters within the LostFam, bringing together individuals who understand and appreciate the transformative power of music. This aspect of the community highlights the role of music as a universal language of emotion, capable of touching hearts and promoting mental health. As a part of this vibrant group, you're invited to explore diverse musical landscapes, share your favorite melodies, and discover new ones in a journey that enriches your emotional wellness and strengthens the bonds within the LostFam community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1134_Music.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1250,Own Your Sound with LOSTBOY: ARTISTXP Cassette and Vinyl NFTs,Own Your Sound with LOSTBOY: ARTISTXP Cassette and Vinyl NFTs,"Unparalleled art and music rights, including full masters privileges","LOSTBOY Cassette and Vinyl NFT holders gain unparalleled art and music rights, including full masters privileges, to creatively use their song without restrictions.","The LOSTBOY: ARTISTXP collection offers Cassette and Vinyl NFT holders an unprecedented level of control and ownership over their music and art. With these NFTs, you secure complete rights to both the visual artwork and the music, granting you full masters control. This empowers you to freely distribute, integrate, or creatively repurpose your song across any platform or medium, from Spotify to YouTube and beyond. Ownership includes the right to transfer all associated rights to a new owner if you decide to sell, ensuring the continuity of artistic and musical integrity. Additionally, the LOSTBOY community provides licensing process assistance through the official Discord, ensuring you have support every step of the way. Embrace the essence of true artistic freedom with LOSTBOY: ARTISTXP, where you don't just listen to music—you own it and shape its journey.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1135_Music.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1251,Master Your Music Destiny with LOSTBOY: ARTISTXP II,Master Your Music Destiny with LOSTBOY: ARTISTXP II,"Complete art and music rights, including full masters privileges","Holders of LOSTBOY: ARTISTXP II NFTs enjoy complete art and music rights, including full masters privileges, for unrestricted creative utilization of their tracks.","The LOSTBOY: ARTISTXP II series offers an unparalleled level of artistic freedom, granting holders absolute rights over the music and visual art of their NFTs. This empowerment includes full ownership of the master recordings, allowing for the song's use and distribution in any form imaginable. Whether you aim to share your music on global streaming platforms, integrate it into personal or commercial projects, or find new, innovative ways to express your creativity, LOSTBOY: ARTISTXP II places no limits on your potential. The ability to transfer ownership ensures that these comprehensive rights and privileges move seamlessly to new holders, maintaining the integrity and continuity of artistic control. Furthermore, the LOSTBOY community provides dedicated support through Discord, offering guidance and assistance to navigate the music NFT licensing process, ensuring that every artist and holder can fully realize their creative vision.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1136_Music.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1253,Building Bridges: Networking with the VeeFriends Community,Building Bridges: Networking with the VeeFriends Community,Forge connections with likeminded people IRL and online,Forge lasting relationships with fellow VeeFriends enthusiasts in a dynamic and welcoming digital environment.,"The essence of VeeFriends Series 2 lies in its vibrant community, where networking transcends traditional boundaries. This digital space is designed to foster deep connections, share experiences, and collaborate on projects, bringing together individuals united by their passion for NFTs, innovation, and entrepreneurship. By participating in this network, members unlock opportunities to grow alongside a community that values support, collaboration, and shared success.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1026_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1254,Connections with Purpose: Networking in the World of Women,Connections with Purpose: Networking in the World of Women,Forge meaningful relationships IRL and online,"Forge meaningful relationships within the WoW community, experiencing the unity and grandeur of like-minded individuals.","Networking within the World of Women offers unparalleled opportunities to connect with individuals who share your passion for digital art, blockchain innovation, and the principles of equality and inclusivity. These connections go beyond mere acquaintances, fostering deep relationships and collaborative endeavors that reflect the community's core values. Engage in networking events, both virtual and IRL, to experience firsthand the power of the WoW community in creating a positive impact in the digital and real world.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1040_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1255,Connecting the Cosmos: Networking within WoW Galaxy,Connecting the Cosmos: Networking within WoW Galaxy,Networking within WoW Galaxy online and IRL,Forge invaluable connections and immerse yourself in the grandeur of the World of Women Galaxy community.,"The World of Women Galaxy fosters a vibrant networking environment, where holders can meet, engage, and collaborate with like-minded individuals. This dynamic community is the perfect setting to build new relationships, share insights, and explore collaborative opportunities. Whether through exclusive events like the WoW Gala or digital forums, networking within the WoW Galaxy offers endless possibilities to expand your horizons and experience the community's collective strength.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1041_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1256,Connect in the Exclusive CryptoPunks Network,Connect in the Exclusive CryptoPunks Network,Gain access to a private Discord and Networking Events,"Gain access to a private forum of digital creators and enthusiasts, fostering real-time discussions and networking.","Ownership of a CryptoPunk grants entry to an elite Discord channel, a vibrant community space for networking, discussions, and staying abreast of NFT trends. This exclusive access positions you at the forefront of the NFT community, enabling connections, collaborations, and insights into digital creation and investment within the pioneering Web3 ecosystem.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1056_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1258,Collaborative Excellence within The 333 Club,Collaborative Excellence within The 333 Club,Engage with blockchain influencers and contributors in The 333 Club,"Engage with blockchain influencers and contributors in The 333 Club, enriching your projects with shared knowledge and insights.","The 333 Club stands as a networking haven within the ZenAcademy ecosystem, bringing together members who are actively shaping the blockchain landscape. This exclusive club encourages collaboration among its members, who range from builders and creators to innovators, sharing invaluable insights that propel each member's knowledge and projects to new heights. Through this interconnected web of experienced individuals, members find themselves at the nexus of groundbreaking discussions and partnerships that redefine what's possible in the blockchain domain.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1070_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1262,Connect with Industry Leaders as a Neo Tokyo Citizen,Connect with Industry Leaders as a Neo Tokyo Citizen,Exclusive network of key figures dedicated to the innovation and advancement,"As a Neo Tokyo Citizen, join an exclusive network of key figures dedicated to the innovation and advancement of the crypto and NFT spaces.","Being a Neo Tokyo Citizen means more than owning a digital asset; it signifies membership in an elite networking group of industry pioneers. This group, focused on the realms of media, technology, and the arts, offers unparalleled opportunities for connection and collaboration. Exclusive access to Discord channels facilitates confidential conversations and the forging of valuable connections, allowing members to share insights, collaborate on projects, and contribute to the collective advancement of the digital world. This network not only enhances your professional journey but also enriches the Neo Tokyo community with shared knowledge and mutual growth.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1131_Networking.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1263,Exclusive Partner Collaborations: Refresh Your Collection Monthly,Exclusive Partner Collaborations: Refresh Your Collection Monthly,Monthly drops and partner collaborations,"Benefit from monthly, gas-only mints and partner collaborations, keeping your VSP collection fresh and dynamic.","The VaynerSports Pass introduces you to a world where sports meet innovation through strategic partnerships. Enjoy exclusive access to monthly mints that celebrate our collaborations with leading brands and artists, available to you for just the gas fee. These unique additions to your collection not only celebrate the intersection of sports and digital art but also ensure your VSP holdings remain vibrant and connected to the evolving landscape of sports culture.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1023_Partnerships.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1264,Exclusive Drops: Elevate Your Collection with VeeFriends Partnerships,Exclusive Drops: Elevate Your Collection with VeeFriends Partnerships,Gain access to unique partnership drops,"Gain access to unique partnership drops, enriching your VeeFriends experience with fresh and exclusive content.","VeeFriends continuously seeks to enhance the value it provides to its members through strategic partnerships, offering exclusive drops that keep your collection vibrant and connected. These partnerships not only bring new and exciting elements to your digital portfolio but also offer a way to stay engaged with the latest trends and collaborations in the NFT space. Keep your collection at the cutting edge with access to these special partnership mints, available only to VeeFriends members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1025_Partnerships.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
1265,Exclusive Collaborations: Unlocking New Horizons with VeeFriends Series 2,Exclusive Collaborations: Unlocking New Horizons with VeeFriends Series 2,Gain access to exclusive future collaborations ,"VeeFriends Series 2 extends beyond the realm of digital collectibles, offering members exclusive access to partnership drops that represent the pinnacle of creativity and collaboration. These partnerships are carefully curated to bring new and exciting dimensions to your collection, showcasing the innovative spirit of the VeeFriends ecosystem. Through these collaborations, members are invited to explore new narratives, artistic expressions, and digital experiences, keeping their collections vibrant and connected to the forefront of the NFT world.","VeeFriends Series 2 extends beyond the realm of digital collectibles, offering members exclusive access to partnership drops that represent the pinnacle of creativity and collaboration. These partnerships are carefully curated to bring new and exciting dimensions to your collection, showcasing the innovative spirit of the VeeFriends ecosystem. Through these collaborations, members are invited to explore new narratives, artistic expressions, and digital experiences, keeping their collections vibrant and connected to the forefront of the NFT world.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1026_Partnerships.png,2024-01-01T21:24:45+00:00,2048-02-11T21:24:45+00:00,True,,,,,,,
